Date,Month,Year,Time,LT,TEC
1,3,2017,16.48277778,21.77714422,14.40079391
1,3,2017,16.51611111,21.81047392,14.34940909
1,3,2017,16.54944444,21.84380371,14.22761419
1,3,2017,16.58277778,21.87713357,14.22868877
1,3,2017,16.61611111,21.91046351,14.05967694
1,3,2017,16.64944444,21.94379364,13.54124265
1,3,2017,16.68277778,21.9771238,13.22737691
1,3,2017,16.71611111,22.01045409,12.94764713
1,3,2017,16.74944444,22.04378447,12.7280463
1,3,2017,16.78277778,22.07711496,12.47264099
1,3,2017,16.81611111,22.11044552,12.29709376
1,3,2017,16.84944444,22.14377619,12.03886958
1,3,2017,16.88277778,22.17710701,11.82529288
1,3,2017,16.91611111,22.2104379,11.45584094
1,3,2017,16.94944444,22.24376887,11.51193235
1,3,2017,16.98277778,22.27709995,11.62600001
1,3,2017,17.01611111,22.31043114,11.6861218
1,3,2017,17.04944444,22.34376244,11.13789155
1,3,2017,17.08277778,22.37709381,11.17434378
1,3,2017,17.11611111,22.41042529,11.3355589
1,3,2017,17.14944444,22.44375689,11.21674179
1,3,2017,17.18277778,22.47708855,10.96624045
1,3,2017,17.21611111,22.51042033,11.21442526
1,3,2017,17.24944444,22.54375219,10.91084682
1,3,2017,17.28277778,22.57708416,10.44991172
1,3,2017,17.31611111,22.61041621,10.27630795
1,3,2017,17.34944444,22.64374839,10.28956291
1,3,2017,17.38277778,22.67708065,10.03791599
1,3,2017,17.41611111,22.71041299,10.32584991
1,3,2017,17.44944444,22.74374543,10.36165623
1,3,2017,17.48277778,22.77707797,10.15538928
1,3,2017,17.51611111,22.81041058,9.999500928
1,3,2017,17.54944444,22.84374331,9.828509426
1,3,2017,17.58277778,22.87707613,9.853906897
1,3,2017,17.61611111,22.91040903,9.939477388
1,3,2017,17.64944444,22.94374205,10.10709855
1,3,2017,17.68277778,22.97707511,9.933739918
1,3,2017,17.71611111,23.01040829,9.585714651
1,3,2017,17.74944444,23.04374153,9.5829246
1,3,2017,17.78277778,23.07707489,9.727898221
1,3,2017,17.81611111,23.11040833,9.875713443
1,3,2017,17.84944444,23.14374187,9.867102273
1,3,2017,17.88277778,23.17707544,9.831462682
1,3,2017,17.91611111,23.21040915,9.803820487
1,3,2017,17.94944444,23.24374289,9.602127616
1,3,2017,17.98277778,23.27707675,9.734147836
1,3,2017,18.01611111,23.31041073,9.810742028
1,3,2017,18.04944444,23.34374472,9.539131289
1,3,2017,18.08277778,23.37707883,9.506343289
