Predicted,Original
4.6022277,3.797963
4.484068,3.6469421
4.1801887,3.4239137
4.2972126,3.332453
4.369386,3.0341034
4.012201,3.2457094
3.9486854,3.1230216
3.6489208,3.2788785
3.736227,3.3108878
3.6635873,3.6470256
3.9573884,3.3270526
4.0400047,3.515305
4.072105,3.42917
4.02718,3.2574792
3.8253934,3.2869754
3.8817935,3.4744396
3.9291508,3.413115
4.010707,2.8168697
3.8416703,2.3054059
3.6634648,2.0358136
3.7276049,2.193214
3.8408554,2.3975892
4.023786,2.0935519
4.018144,2.0775514
3.618536,2.1162553
3.4208438,2.1354618
3.229772,2.117293
2.9206152,2.198963
3.0979092,2.1896307
2.6843092,2.244962
3.0153446,2.4129915
3.0814195,2.2105742
2.577684,2.1399786
2.2518744,2.3364484
2.1210306,2.5523062
1.9890772,2.1975677
2.2776234,2.1161733
2.4305036,2.0725625
2.552549,1.9355488
2.5319695,2.0949078
2.2384841,1.9997842
2.230505,1.9443511
1.5914624,1.9058367
1.5595973,2.0291398
1.3541815,1.9960079
1.5457398,1.9654088
1.9044433,1.810901
2.1082835,1.4208716
2.0313478,1.0895407
1.8320466,1.4208051
1.802398,1.477222
1.5369983,1.7765461
1.7797236,1.9653825
1.8155618,1.8673369
1.8274304,2.1112146
1.8736022,2.011617
1.909266,1.9786267
1.6817459,1.8577833
1.6040246,1.8420058
1.4240324,1.7421672
2.039119,1.9088825
1.8862913,1.9319774
2.1560392,2.1198337
1.9512366,1.9854321
1.7618266,2.02472
1.661846,1.8229979
1.2223691,1.634149
1.2512546,1.3865921
1.4305232,1.0588791
1.8506697,0.9192544
1.4258776,1.0500681
1.2511725,0.7309611
1.223153,0.9748354
1.2004081,1.0199594
1.291498,1.3059253
1.0614215,1.1900085
1.1535028,1.2293555
1.0024151,1.3291218
1.0273757,1.2423337
1.2235092,1.2994183
1.5069575,1.168592
1.6047844,1.0085485
1.6604345,1.0376315
1.659443,0.766749
1.9552225,1.1593243
1.8959482,1.3864895
1.5672241,1.3869368
